date	pressure	thtv	pm10
2005-03-21	767.0	307.3	18.9167
2005-03-21	755.0	308.4	18.9167
2005-03-21	750.0	308.8	18.9167
2005-03-21	735.0	313.6	18.9167
2005-03-21	731.0	314.0	18.9167
2005-03-21	710.0	315.9	18.9167
2005-03-21	704.0	316.1	18.9167
2005-03-21	700.0	316.2	18.9167
2005-03-21	586.0	320.8	18.9167
2005-03-21	526.0	323.4	18.9167
2005-03-21	505.0	325.4	18.9167
2005-03-21	500.0	325.9	18.9167
2005-03-21	400.0	336.1	18.9167
2005-03-21	396.0	336.5	18.9167
2005-03-21	380.0	337.3	18.9167
2005-03-21	300.0	340.9	18.9167
2005-03-21	298.0	341.0	18.9167
2005-03-21	269.0	342.3	18.9167
2005-03-22	1018.0	300.7	24.2917
2005-03-22	1000.0	300.9	24.2917
2005-03-22	957.0	300.9	24.2917
2005-03-22	954.0	301.0	24.2917
2005-03-22	925.0	301.6	24.2917
2005-03-22	877.0	302.7	24.2917
2005-03-22	852.0	304.3	24.2917
2005-03-22	850.0	304.4	24.2917
2005-03-22	793.0	307.8	24.2917
2005-03-22	746.0	308.6	24.2917
2005-03-22	724.0	309.0	24.2917
2005-03-22	712.0	312.9	24.2917
2005-03-22	700.0	314.0	24.2917
2005-03-22	662.0	317.5	24.2917
2005-03-22	661.0	317.6	24.2917
2005-03-22	581.0	320.3	24.2917
2005-03-22	539.0	321.8	24.2917
2005-03-22	511.0	322.8	24.2917
2005-03-22	500.0	323.6	24.2917
2005-03-22	485.0	324.9	24.2917
2005-03-22	479.0	325.4	24.2917
2005-03-22	451.0	330.3	24.2917
2005-03-22	409.0	331.6	24.2917
2005-03-22	400.0	331.9	24.2917
2005-03-22	382.0	332.4	24.2917
2005-03-22	373.0	333.3	24.2917
2005-03-22	328.0	338.3	24.2917
2005-03-22	310.0	340.5	24.2917
2005-03-22	300.0	341.1	24.2917
2005-03-22	286.0	341.9	24.2917
2005-03-22	272.0	342.7	24.2917
2005-03-23	1018.0	300.1	19.8750
2005-03-23	1000.0	300.2	19.8750
2005-03-23	986.0	300.3	19.8750
2005-03-23	950.0	300.7	19.8750
2005-03-23	925.0	301.8	19.8750
2005-03-23	904.0	302.8	19.8750
2005-03-23	850.0	304.0	19.8750
2005-03-23	791.0	305.7	19.8750
2005-03-23	769.0	306.4	19.8750
2005-03-23	754.0	307.7	19.8750
2005-03-23	739.0	312.9	19.8750
2005-03-23	730.0	313.6	19.8750
2005-03-23	700.0	315.8	19.8750
2005-03-23	690.0	316.6	19.8750
2005-03-23	598.0	317.8	19.8750
2005-03-23	572.0	321.1	19.8750
2005-03-23	558.0	322.9	19.8750
2005-03-23	500.0	326.3	19.8750
2005-03-23	484.0	327.3	19.8750
2005-03-23	434.0	330.6	19.8750
2005-03-23	400.0	331.4	19.8750
2005-03-23	391.0	331.4	19.8750
2005-03-23	384.0	334.2	19.8750
2005-03-23	349.0	337.8	19.8750
2005-03-23	312.0	341.8	19.8750
2005-03-23	300.0	342.3	19.8750
2005-03-23	273.0	343.1	19.8750
2005-03-23	263.0	343.4	19.8750
2005-03-24	1018.0	300.6	22.3333
2005-03-24	1000.0	300.6	22.3333
2005-03-24	959.0	301.0	22.3333
